,City,Country,Latitude,Longitude,Collection Time,Temperature,Feels Like,Humidity,High,Low,Wind Speed,Top Weather Description
405,Cabo San Lucas,MX,22.89,22.89,20 Sep 2020 15:06:58 -0500,88.83,91.31,66,90.0,87.8,14.99,few clouds
406,Sibu,MY,2.3,2.3,20 Sep 2020 15:06:59 -0500,73.15,79.81,100,73.4,73.0,4.7,moderate rain
407,Decatur,US,39.84,39.84,20 Sep 2020 15:07:00 -0500,73.45,66.85,27,73.99,73.0,6.93,clear sky
408,Touros,BR,-5.2,-5.2,20 Sep 2020 15:02:03 -0500,82.4,81.3,65,82.4,82.4,14.99,scattered clouds
409,Ola,RU,59.58,59.58,20 Sep 2020 15:07:02 -0500,39.02,29.61,72,39.02,39.02,10.04,overcast clouds
410,Puri,IN,19.8,19.8,20 Sep 2020 15:07:04 -0500,78.8,89.42,100,78.8,78.8,3.69,moderate rain
411,Barreiras,BR,-12.15,-12.15,20 Sep 2020 15:07:05 -0500,99.59,95.22,14,99.59,99.59,4.5,few clouds
412,Hailey,US,43.52,43.52,20 Sep 2020 15:07:06 -0500,61.29,54.37,44,62.01,60.8,8.05,clear sky
413,Pizhanka,RU,57.46,57.46,20 Sep 2020 15:07:07 -0500,42.03,32.27,90,42.03,42.03,13.15,overcast clouds
414,São Félix do Xingu,BR,-6.64,-6.64,20 Sep 2020 15:07:09 -0500,92.57,93.85,37,92.57,92.57,5.23,heavy intensity rain
415,Egvekinot,RU,66.32,66.32,20 Sep 2020 15:07:11 -0500,34.81,25.66,86,34.81,34.81,9.64,overcast clouds
416,Dingle,PH,11.0,11.0,20 Sep 2020 15:07:12 -0500,77.22,84.51,83,77.22,77.22,2.13,light rain
417,Ibrā’,OM,22.69,22.69,20 Sep 2020 15:07:13 -0500,79.27,77.65,32,79.27,79.27,1.57,broken clouds
418,Samarai,PG,-10.62,-10.62,20 Sep 2020 15:07:15 -0500,78.21,81.23,87,78.21,78.21,12.01,clear sky
419,Mnogovershinnyy,RU,53.94,53.94,20 Sep 2020 15:07:16 -0500,38.46,33.39,77,38.46,38.46,2.64,broken clouds
420,Norman Wells,CA,65.28,65.28,20 Sep 2020 15:05:35 -0500,51.8,48.24,71,51.8,51.8,3.36,broken clouds
421,Ushumun,RU,52.78,52.78,20 Sep 2020 15:07:18 -0500,38.17,33.22,87,38.17,38.17,3.18,clear sky
422,Kavaratti,IN,10.57,10.57,20 Sep 2020 15:07:20 -0500,81.79,77.76,80,81.79,81.79,25.55,light rain
423,Chongwe,ZM,-15.33,-15.33,20 Sep 2020 15:07:21 -0500,71.6,68.0,35,71.6,71.6,3.36,clear sky
424,Shar,KZ,49.59,49.59,20 Sep 2020 15:07:22 -0500,54.37,46.2,41,54.37,54.37,7.96,clear sky
425,Urucará,BR,-2.54,-2.54,20 Sep 2020 15:07:23 -0500,102.61,102.94,24,102.61,102.61,4.5,scattered clouds
426,Ushtobe,KZ,45.25,45.25,20 Sep 2020 15:07:24 -0500,58.39,51.4,38,58.39,58.39,6.29,clear sky
427,Dandong,CN,40.13,40.13,20 Sep 2020 15:07:26 -0500,51.57,47.62,82,51.57,51.57,5.46,overcast clouds
428,Opuwo,NA,-18.06,-18.06,20 Sep 2020 15:07:27 -0500,67.44,60.69,26,67.44,67.44,5.48,scattered clouds
429,Rivers,CA,50.03,50.03,20 Sep 2020 15:04:18 -0500,69.8,66.24,64,69.8,69.8,10.29,overcast clouds
430,Kutum,SD,14.2,14.2,20 Sep 2020 15:07:29 -0500,80.62,76.6,45,80.62,80.62,11.21,clear sky
431,Nur,PL,52.67,52.67,20 Sep 2020 15:07:30 -0500,53.89,51.82,87,53.89,53.89,3.87,clear sky
432,Laguna,US,38.42,38.42,20 Sep 2020 15:07:32 -0500,83.95,83.86,35,86.0,82.0,1.99,clear sky
433,Camabatela,AO,-8.19,-8.19,20 Sep 2020 15:07:33 -0500,68.38,70.32,85,68.38,68.38,4.94,scattered clouds
434,Catalão,BR,-18.17,-18.17,20 Sep 2020 15:07:34 -0500,91.29,88.27,18,91.29,91.29,2.06,broken clouds
435,Maniitsoq,GL,65.42,65.42,20 Sep 2020 15:07:35 -0500,33.78,26.73,91,33.78,33.78,6.04,overcast clouds
436,Kamenka,RU,51.32,51.32,20 Sep 2020 15:07:37 -0500,46.0,38.17,62,46.0,46.0,8.03,scattered clouds
437,Rafai,CF,4.95,4.95,20 Sep 2020 15:07:38 -0500,70.97,77.81,95,70.97,70.97,0.92,light rain
438,Kenai,US,60.55,60.55,20 Sep 2020 15:07:39 -0500,48.22,45.45,76,52.0,42.8,1.34,light rain
439,Oktyabr'skiy,RU,54.48,54.48,20 Sep 2020 15:07:40 -0500,40.73,31.95,89,40.73,40.73,10.92,broken clouds
440,Amga,RU,60.9,60.9,20 Sep 2020 15:07:42 -0500,36.59,32.68,87,36.59,36.59,0.87,broken clouds
441,Metro,ID,-5.11,-5.11,20 Sep 2020 15:07:43 -0500,73.51,79.2,91,73.51,73.51,4.12,few clouds
442,Boyolangu,ID,-8.12,-8.12,20 Sep 2020 15:07:44 -0500,75.42,81.9,87,75.42,75.42,3.2,broken clouds
443,Bah,IN,26.87,26.87,20 Sep 2020 15:07:46 -0500,86.49,90.59,55,86.49,86.49,4.83,broken clouds
444,Santana,BR,-0.06,-0.06,20 Sep 2020 15:07:47 -0500,93.2,96.57,52,93.2,93.2,10.29,scattered clouds
445,Bodden Town,KY,19.28,19.28,20 Sep 2020 15:07:48 -0500,87.91,99.9,79,88.0,87.8,3.36,scattered clouds
446,Wanning,CN,18.8,18.8,20 Sep 2020 15:07:50 -0500,77.54,85.12,89,77.54,77.54,3.94,overcast clouds
447,Bandarbeyla,SO,9.49,9.49,20 Sep 2020 15:07:51 -0500,76.62,70.05,81,76.62,76.62,25.52,light rain
448,Georgiyevka,KZ,43.04,43.04,20 Sep 2020 15:07:52 -0500,51.8,45.95,66,51.8,51.8,6.71,clear sky
449,Emerald,AU,-23.53,-23.53,20 Sep 2020 15:07:54 -0500,63.36,64.47,93,64.4,62.01,4.7,scattered clouds
450,Cap Malheureux,MU,-19.98,-19.98,20 Sep 2020 15:07:55 -0500,71.01,72.19,73,71.01,71.01,5.01,scattered clouds
451,Batticaloa,LK,7.71,7.71,20 Sep 2020 15:07:56 -0500,81.41,83.64,67,81.41,81.41,9.04,overcast clouds
452,Troitskoye,RU,52.98,52.98,20 Sep 2020 15:07:58 -0500,50.86,46.96,81,50.86,50.86,4.97,clear sky
453,Longonjo,AO,-12.91,-12.91,20 Sep 2020 15:07:59 -0500,72.79,70.12,43,72.79,72.79,4.41,overcast clouds
454,Rantauprapat,ID,2.1,2.1,20 Sep 2020 15:08:00 -0500,74.39,82.36,96,74.39,74.39,2.37,light rain
455,Mizdah,LY,31.45,31.45,20 Sep 2020 15:08:01 -0500,77.97,72.19,36,77.97,77.97,9.86,scattered clouds
456,Ampanihy,MG,-24.7,-24.7,20 Sep 2020 15:08:03 -0500,77.7,71.47,21,77.7,77.7,5.44,clear sky
457,Sitka,US,57.05,57.05,20 Sep 2020 15:08:04 -0500,55.4,46.26,66,55.4,55.4,13.87,overcast clouds
458,Mossamedes,AO,-15.2,-15.2,20 Sep 2020 15:08:05 -0500,63.86,63.7,84,63.86,63.86,5.39,broken clouds
459,Oddur,SO,4.12,4.12,20 Sep 2020 15:08:07 -0500,73.49,66.97,64,73.49,73.49,17.76,scattered clouds
460,Vostok,RU,46.49,46.49,20 Sep 2020 15:08:09 -0500,38.75,35.71,100,38.75,38.75,1.03,clear sky
461,Khovd,MN,48.01,48.01,20 Sep 2020 15:08:10 -0500,45.64,40.78,55,45.64,45.64,1.88,clear sky
462,Pisco,PE,-13.7,-13.7,20 Sep 2020 15:08:12 -0500,66.25,59.49,68,68.0,64.0,14.99,scattered clouds
463,Betanzos,ES,43.28,43.28,20 Sep 2020 15:08:14 -0500,64.81,68.63,93,66.2,62.01,0.94,light rain
464,Bowen,AU,-20.02,-20.02,20 Sep 2020 15:08:15 -0500,66.2,68.47,93,66.2,66.2,4.7,overcast clouds
465,Ubari,LY,26.59,26.59,20 Sep 2020 15:08:17 -0500,80.1,73.9,24,80.1,80.1,7.05,clear sky
466,Sabha,LY,27.04,27.04,20 Sep 2020 15:08:18 -0500,80.26,74.12,26,80.26,80.26,7.76,clear sky
467,Hasaki,JP,35.73,35.73,20 Sep 2020 15:08:19 -0500,66.69,70.03,94,68.0,66.0,3.36,mist
468,Prince George,CA,53.92,53.92,20 Sep 2020 15:08:21 -0500,58.35,54.57,87,61.0,55.99,9.17,broken clouds
469,Sungai Raya,ID,0.7,0.7,20 Sep 2020 15:08:22 -0500,77.23,83.59,90,77.23,77.23,6.15,moderate rain
470,Tandahimba,TZ,-10.75,-10.75,20 Sep 2020 15:08:23 -0500,64.83,68.07,94,64.83,64.83,2.19,few clouds
471,General Roca,AR,-39.03,-39.03,20 Sep 2020 15:08:26 -0500,68.0,58.21,14,68.0,68.0,8.05,clear sky
472,Quesnel,CA,53.0,53.0,20 Sep 2020 15:08:27 -0500,59.0,57.43,82,59.0,59.0,4.7,scattered clouds
473,Alofi,NU,-19.06,-19.06,20 Sep 2020 15:08:28 -0500,75.2,76.37,88,75.2,75.2,12.75,overcast clouds
474,Urubichá,BO,-15.38,-15.38,20 Sep 2020 15:08:29 -0500,87.94,87.21,31,87.94,87.94,3.24,overcast clouds
475,Salé,MA,34.04,34.04,20 Sep 2020 15:05:23 -0500,68.76,70.16,88,70.0,66.0,6.93,overcast clouds
476,Jacksonville,US,30.33,30.33,20 Sep 2020 15:05:23 -0500,74.08,70.9,88,77.0,69.8,19.46,mist
477,Buraidah,SA,26.33,26.33,20 Sep 2020 15:07:10 -0500,89.6,83.84,19,89.6,89.6,6.93,clear sky
478,Lyubashivka,UA,47.84,47.84,20 Sep 2020 15:08:35 -0500,56.59,49.46,49,56.59,56.59,7.94,overcast clouds
479,Ribas do Rio Pardo,BR,-20.44,-20.44,20 Sep 2020 15:08:37 -0500,91.94,88.0,24,91.94,91.94,7.11,scattered clouds
480,Briançon,FR,44.9,44.9,20 Sep 2020 15:08:38 -0500,59.49,60.6,83,64.99,52.0,0.4,scattered clouds
481,Esim,GH,4.87,4.87,20 Sep 2020 15:08:39 -0500,75.06,79.3,92,75.06,75.06,8.41,broken clouds
482,Port Lincoln,AU,-34.73,-34.73,20 Sep 2020 15:08:41 -0500,53.38,37.02,61,53.38,53.38,25.21,clear sky
483,Yuxia,CN,34.06,34.06,20 Sep 2020 15:08:42 -0500,59.0,56.3,82,59.0,59.0,6.71,overcast clouds
484,San Patricio,MX,19.22,19.22,20 Sep 2020 15:08:43 -0500,87.8,88.02,62,87.8,87.8,16.11,scattered clouds
485,Hailar,CN,49.2,49.2,20 Sep 2020 15:08:45 -0500,46.36,41.41,81,46.36,46.36,5.14,heavy intensity rain
486,Vallenar,CL,-28.57,-28.57,20 Sep 2020 15:08:46 -0500,80.64,72.77,20,80.64,80.64,8.68,clear sky
487,Letlhakeng,BW,-24.09,-24.09,20 Sep 2020 15:08:48 -0500,77.86,71.1,18,77.86,77.86,5.41,overcast clouds
488,Roald,NO,62.58,62.58,20 Sep 2020 15:08:49 -0500,55.17,43.29,87,55.99,54.0,21.92,broken clouds
489,Umluj,SA,25.02,25.02,20 Sep 2020 15:08:50 -0500,89.33,89.42,42,89.33,89.33,7.87,clear sky
490,Athabasca,CA,54.72,54.72,20 Sep 2020 15:08:52 -0500,65.41,55.8,46,65.41,65.41,14.63,overcast clouds
491,Channapatna,IN,12.65,12.65,20 Sep 2020 15:08:53 -0500,73.99,71.17,67,73.99,73.99,12.41,overcast clouds
492,Eureka,US,40.8,40.8,20 Sep 2020 15:07:53 -0500,64.65,66.29,87,69.01,59.0,3.36,overcast clouds
493,Takoradze,GH,4.88,4.88,20 Sep 2020 15:08:56 -0500,75.31,80.44,93,75.31,75.31,7.4,overcast clouds
494,Naze,JP,28.37,28.37,20 Sep 2020 15:08:57 -0500,78.8,75.36,74,78.8,78.8,19.46,broken clouds
495,Kanigoro,ID,-8.13,-8.13,20 Sep 2020 15:08:59 -0500,72.79,77.14,87,72.79,72.79,4.68,broken clouds
496,Edd,ER,13.93,13.93,20 Sep 2020 15:09:00 -0500,88.9,96.08,69,88.9,88.9,8.19,broken clouds
497,Muroto-misakicho,JP,33.28,33.28,20 Sep 2020 15:05:05 -0500,72.43,71.22,63,72.43,72.43,7.38,clear sky
498,São Filipe,CV,14.9,14.9,20 Sep 2020 15:09:03 -0500,79.25,86.86,78,79.25,79.25,1.68,overcast clouds
499,Kalangala,UG,-0.31,-0.31,20 Sep 2020 15:09:04 -0500,73.4,77.29,78,73.4,73.4,3.36,few clouds
500,Marrakesh,MA,31.63,31.63,20 Sep 2020 15:05:00 -0500,86.0,79.92,33,86.0,86.0,12.75,clear sky
501,Flinders,AU,-34.58,-34.58,20 Sep 2020 15:09:07 -0500,60.75,62.98,93,66.99,55.99,1.01,clear sky
502,Harper,LR,4.38,4.38,20 Sep 2020 15:09:08 -0500,76.21,79.27,89,76.21,76.21,10.67,light rain
503,Rājur,IN,20.12,20.12,20 Sep 2020 15:09:10 -0500,78.51,84.99,86,78.51,78.51,5.82,overcast clouds
504,Fes,MA,34.04,34.04,20 Sep 2020 15:07:22 -0500,75.2,72.61,41,75.2,75.2,4.7,overcast clouds
505,Pāsighāt,IN,28.07,28.07,20 Sep 2020 15:09:12 -0500,77.99,83.98,80,77.99,77.99,4.12,light rain
506,Kununurra,AU,-15.77,-15.77,20 Sep 2020 15:09:13 -0500,77.0,82.72,83,77.0,77.0,4.7,clear sky
507,Vetlanda,SE,57.43,57.43,20 Sep 2020 15:09:15 -0500,54.59,53.51,93,55.4,54.0,3.36,overcast clouds
508,Kimbe,PG,-5.55,-5.55,20 Sep 2020 15:09:16 -0500,75.07,81.36,88,75.07,75.07,3.56,clear sky
509,Pangnirtung,CA,66.15,66.15,20 Sep 2020 15:09:18 -0500,35.6,26.33,59,35.6,35.6,8.05,broken clouds
510,Taksimo,RU,56.34,56.34,20 Sep 2020 15:09:19 -0500,46.15,42.44,88,46.15,46.15,3.65,moderate rain
511,Calama,CL,-22.47,-22.47,20 Sep 2020 15:09:21 -0500,71.6,52.52,7,71.6,71.6,23.04,clear sky
512,Novikovo,RU,51.15,51.15,20 Sep 2020 15:09:22 -0500,46.0,41.27,70,46.0,46.0,3.42,clear sky
513,Pando,UY,-34.72,-34.72,20 Sep 2020 15:09:23 -0500,61.5,47.59,27,62.6,60.8,17.22,clear sky
514,Hofn,IS,64.25,64.25,20 Sep 2020 15:09:25 -0500,48.79,33.21,66,48.79,48.79,23.04,clear sky
515,Alyangula,AU,-13.85,-13.85,20 Sep 2020 15:09:26 -0500,68.0,72.3,100,68.0,68.0,4.16,broken clouds
516,Bozeman,US,45.68,45.68,20 Sep 2020 15:05:30 -0500,60.33,54.63,45,64.0,57.99,5.82,overcast clouds
517,Yerbogachën,RU,61.28,61.28,20 Sep 2020 15:09:29 -0500,35.15,29.43,92,35.15,35.15,4.09,clear sky
518,Abnūb,EG,27.27,27.27,20 Sep 2020 15:09:30 -0500,87.8,86.14,45,87.8,87.8,11.41,clear sky
519,Yumen,CN,40.28,40.28,20 Sep 2020 15:09:32 -0500,62.85,53.89,35,62.85,62.85,10.33,overcast clouds
520,Tacuarembó,UY,-31.73,-31.73,20 Sep 2020 15:09:33 -0500,57.88,51.22,52,57.88,57.88,8.01,clear sky
521,Rundu,NA,-17.93,-17.93,20 Sep 2020 15:09:34 -0500,73.65,68.95,20,73.65,73.65,1.52,scattered clouds
522,Nhulunbuy,AU,-12.23,-12.23,20 Sep 2020 15:09:36 -0500,71.6,77.38,94,71.6,71.6,3.11,scattered clouds
523,Äänekoski,FI,62.69,62.69,20 Sep 2020 15:09:37 -0500,50.52,44.8,81,51.01,50.0,8.05,light rain
524,Iwaki,JP,37.05,37.05,20 Sep 2020 15:09:39 -0500,64.9,69.08,96,68.0,60.01,1.01,light rain
525,Kwinana,AU,-32.25,-32.25,20 Sep 2020 15:09:40 -0500,53.37,45.7,93,55.99,50.0,14.43,overcast clouds
526,Lukulu,ZM,-14.37,-14.37,20 Sep 2020 15:09:42 -0500,76.73,70.68,23,76.73,76.73,5.55,clear sky
527,Chowchilla,US,37.12,37.12,20 Sep 2020 15:09:43 -0500,82.72,81.07,39,84.99,80.6,5.82,clear sky
528,Houston,US,29.76,29.76,20 Sep 2020 15:05:15 -0500,70.3,65.97,88,71.6,69.01,18.34,mist
529,Vila Velha,BR,-20.33,-20.33,20 Sep 2020 15:06:57 -0500,78.69,80.55,78,80.01,77.0,11.41,broken clouds
530,Bafra,TR,41.57,41.57,20 Sep 2020 15:09:47 -0500,64.4,65.88,82,64.4,64.4,2.42,broken clouds
531,Maceió,BR,-9.67,-9.67,20 Sep 2020 15:09:49 -0500,82.4,82.2,69,82.4,82.4,14.99,few clouds
532,La Santisima Trinidad,BO,-14.83,-14.83,20 Sep 2020 15:09:51 -0500,82.4,78.8,42,82.4,82.4,10.29,smoke
533,Buala,SB,-8.14,-8.14,20 Sep 2020 15:09:52 -0500,80.24,87.89,80,80.24,80.24,3.27,light rain
534,Zonguldak,TR,41.25,41.25,20 Sep 2020 15:09:54 -0500,58.6,59.31,95,58.6,58.6,2.77,scattered clouds
535,Libreville,GA,0.39,0.39,20 Sep 2020 15:05:54 -0500,78.8,83.59,83,78.8,78.8,8.05,scattered clouds
536,Baykit,RU,61.67,61.67,20 Sep 2020 15:09:57 -0500,38.39,33.87,88,38.39,38.39,2.53,broken clouds
537,Melfi,IT,41.0,41.0,20 Sep 2020 15:09:59 -0500,73.63,77.63,78,77.0,72.0,3.36,scattered clouds
538,Arrondissement de Foix,FR,42.83,42.83,20 Sep 2020 15:10:00 -0500,65.28,62.06,38,66.99,64.0,1.43,overcast clouds
539,Liverpool,GB,53.41,53.41,20 Sep 2020 15:05:55 -0500,56.14,51.33,76,57.2,53.01,8.05,clear sky
540,Okha,RU,53.57,53.57,20 Sep 2020 15:10:03 -0500,44.82,38.61,87,44.82,44.82,7.49,scattered clouds
541,Fomboni,KM,-12.28,-12.28,20 Sep 2020 15:10:04 -0500,76.96,80.69,70,76.96,76.96,3.89,clear sky
542,Lucapa,AO,-8.42,-8.42,20 Sep 2020 15:10:06 -0500,77.29,79.16,55,77.29,77.29,2.39,broken clouds
543,San Miguel de Tucumán,AR,-26.82,-26.82,20 Sep 2020 15:10:07 -0500,75.2,65.46,22,75.2,75.2,11.41,clear sky
544,Frederick,US,39.47,39.47,20 Sep 2020 15:08:22 -0500,66.72,58.69,28,68.0,64.0,8.05,clear sky
545,Sirte,LY,31.21,31.21,20 Sep 2020 15:10:11 -0500,76.86,77.63,74,76.86,76.86,10.36,clear sky
546,Udala,ES,43.08,43.08,20 Sep 2020 15:10:13 -0500,60.64,60.8,95,61.0,60.01,5.01,overcast clouds
547,Poprad,SK,49.06,49.06,20 Sep 2020 15:10:15 -0500,44.82,40.59,81,45.0,44.6,3.36,scattered clouds
548,Brainerd,US,46.36,46.36,20 Sep 2020 15:09:20 -0500,71.24,59.27,49,71.6,71.01,21.92,clear sky
549,Safi,MA,32.3,32.3,20 Sep 2020 15:05:20 -0500,74.03,64.42,57,74.03,74.03,21.5,clear sky
550,Sorong,ID,-0.88,-0.88,20 Sep 2020 15:10:19 -0500,78.19,83.71,82,78.19,78.19,5.79,scattered clouds
551,Santa Elena,EC,-2.23,-2.23,20 Sep 2020 15:10:21 -0500,71.6,71.6,83,71.6,71.6,10.29,overcast clouds
552,Pitimbu,BR,-7.47,-7.47,20 Sep 2020 15:10:22 -0500,80.6,80.78,69,80.6,80.6,12.75,few clouds
553,Yuzhno-Kurilsk,RU,44.03,44.03,20 Sep 2020 15:10:26 -0500,61.34,61.79,90,61.34,61.34,3.98,overcast clouds
554,Narnaul,IN,28.04,28.04,20 Sep 2020 15:10:27 -0500,84.25,84.45,38,84.25,84.25,2.89,clear sky
555,Laas,IT,46.62,46.62,20 Sep 2020 15:10:30 -0500,59.0,60.17,87,59.0,59.0,0.74,scattered clouds
556,Arrondissement d'Arcachon,FR,44.59,44.59,20 Sep 2020 15:10:31 -0500,66.15,69.12,88,66.2,66.0,2.24,few clouds
557,Krasnyy Chikoy,RU,50.36,50.36,20 Sep 2020 15:10:32 -0500,39.22,33.84,86,39.22,39.22,4.16,broken clouds
558,Matara,LK,5.95,5.95,20 Sep 2020 15:10:34 -0500,77.58,81.32,87,77.58,77.58,10.11,light rain
559,Novy Urengoy,RU,66.08,66.08,20 Sep 2020 15:10:35 -0500,47.48,38.98,92,47.48,47.48,13.13,overcast clouds
560,North Charleston,US,32.89,32.89,20 Sep 2020 15:10:36 -0500,73.71,69.4,60,73.99,73.0,12.75,broken clouds
561,Olinda,BR,-8.01,-8.01,20 Sep 2020 15:08:31 -0500,80.6,84.49,74,80.6,80.6,8.05,scattered clouds
562,Dmitriyevka,RU,54.75,54.75,20 Sep 2020 15:10:39 -0500,41.0,32.31,93,41.0,41.0,11.18,broken clouds
563,Shestakovo,RU,56.49,56.49,20 Sep 2020 15:10:42 -0500,37.58,33.4,90,37.58,37.58,1.86,broken clouds
564,Borogontsy,RU,62.67,62.67,20 Sep 2020 15:10:43 -0500,37.6,33.01,80,37.6,37.6,1.79,broken clouds
565,Sur,OM,22.57,22.57,20 Sep 2020 15:10:44 -0500,84.51,86.11,50,84.51,84.51,5.64,broken clouds
566,Kaeo,NZ,-35.1,-35.1,20 Sep 2020 15:10:46 -0500,55.0,52.74,95,55.0,55.0,5.99,light rain
567,Laurel,US,39.1,39.1,20 Sep 2020 15:10:47 -0500,65.59,58.96,45,68.0,64.0,9.17,clear sky
568,Jefferson City,US,38.58,38.58,20 Sep 2020 15:10:48 -0500,72.61,67.84,43,73.99,71.6,8.05,clear sky
